user_id,item_id,recommend,year,sentiment_analysis,playtime_forever
flame1312,234190,True,,2,198.0
flame1312,211820,True,,2,4569.0
flame1312,301520,True,2015,1,677.0
flame1312,304930,True,2015,2,19795.0
76561198025910899,261640,True,2014,0,3592.0
76561198078155892,730,True,2015,2,83714.0
migrated,620,True,2014,2,1961.0
migrated,274190,True,2014,2,302.0
mazkg,4000,True,,1,6727.0
mazkg,730,True,,1,8863.0
mazkg,550,True,,1,1413.0
mazkg,209000,True,,1,1060.0
mazkg,55230,True,,2,3602.0
mazkg,206420,True,,1,1670.0
mazkg,218620,True,,1,2238.0
76561198046906455,330390,True,2015,2,1948.0
76561198046906455,274310,True,2014,2,344.0
moon910,319630,True,2015,1,1720.0
76561198079882851,252490,False,2015,0,2782.0
76561198079882851,67370,True,2014,0,350.0
jeffyusohansam,319630,True,2015,1,506.0
jeffyusohansam,250900,True,2014,2,4868.0
76561198056747623,221100,True,2014,0,2174.0
76561198056747623,4000,True,2014,2,2569.0
76561198056747623,214490,True,2014,1,2165.0
76561198064148060,412880,True,,2,664.0
anonymoosebrony,333980,True,2015,2,1209.0
anonymoosebrony,253980,False,2015,0,9.0
anonymoosebrony,301910,False,2015,0,418.0
anonymoosebrony,319630,True,2015,2,717.0
anonymoosebrony,313120,False,2015,0,1008.0
anonymoosebrony,209370,True,2014,2,159.0
anonymoosebrony,203810,True,2012,0,416.0
anonymoosebrony,50130,True,2011,2,3025.0
76561198068809841,252950,True,,2,25772.0
76561198041971225,219150,True,2014,0,367.0
76561198041971225,205100,False,2014,1,107.0
76561198056265599,72850,True,2014,0,20773.0
76561198056265599,319510,True,2014,1,42.0
76561198064283266,282440,True,,0,203.0
76561198052118118,248710,False,2013,0,26.0
76561198052118118,43160,True,2013,2,557.0
76561198052118118,224820,True,2013,0,260.0
76561198052118118,219740,True,2012,1,440.0
76561198052118118,3370,True,2015,2,73.0
76561198052118118,236430,True,2014,0,12342.0
76561198052118118,261030,False,2014,0,119.0
76561198052118118,236370,True,2015,2,167.0
morristein,105600,True,2013,2,17166.0
76561198079803067,230410,True,2013,2,1788.0
76561198079803067,200260,True,2014,2,5734.0
76561198079803067,49520,True,2013,2,1464.0
BlooperDooper,730,True,,0,1349.0
influxx,252950,True,2015,0,57586.0
influxx,730,True,2014,1,9384.0
76561198034277356,289760,True,2015,2,499.0
76561198034277356,230410,True,2013,2,29998.0
76561198034277356,107100,True,2013,2,482.0
76561198034277356,231160,True,2013,0,441.0
76561198034277356,224760,True,2013,2,515.0
76561198034277356,219890,True,2013,0,611.0
motev,218620,False,2015,2,2071.0
76561198077820909,274190,True,,2,1234.0
76561198077820909,319510,True,2015,0,462.0
76561198013432172,10180,True,2013,0,1050.0
MOwneZ,105600,True,2013,2,23738.0
MOwneZ,4000,True,2011,0,15540.0
hjkld,252950,True,,2,9575.0
mozzie-killer,200050,True,2014,2,1380.0
mozzie-killer,50300,True,2012,0,1378.0
mozzie-killer,1520,True,2012,0,882.0
mozzie-killer,33930,True,2012,2,15007.0
misterjr,105600,True,2014,1,18047.0
misterjr,236450,True,2014,0,691.0
76561198064438745,620,True,2013,2,909.0
76561198064438745,265930,True,2014,1,2054.0
theoretical_xp,22100,True,2012,2,2798.0
theoretical_xp,55040,True,2011,2,493.0
76561198071159917,252490,False,,0,3190.0
tanderskaife,218620,False,2015,2,8112.0
tanderskaife,248610,True,2014,2,806.0
mgooisu,20900,True,2014,2,3134.0
mgooisu,20920,True,2014,2,6137.0
mgooisu,72850,True,2012,2,12809.0
mgooisu,113200,False,2013,0,30.0
mgooisu,225080,True,2014,2,341.0
Mr_Hentai,211820,True,2013,2,1391.0
Mr_Hentai,4920,True,2013,2,431.0
76561198038335577,207610,True,2013,2,2954.0
76561198038335577,105600,True,2012,2,8806.0
Mr_ISH,49520,True,,2,4743.0
Mr_ISH,220200,True,2015,1,6095.0
Mr_ISH,264710,True,2015,2,1109.0
76561197998655584,730,False,2014,0,24777.0
ronnietran,219640,False,2013,2,13954.0
KingMadness,48240,False,2015,0,1523.0
76561198069545441,337320,True,2015,2,4171.0
76561197995905411,383790,True,,2,127.0
Assassin53D,285900,True,,2,1368.0
The-Moose,203160,True,2014,0,1362.0
76561198068186452,417860,True,,0,107.0
76561198028407473,34330,True,2015,2,28204.0
76561198028407473,214950,True,2015,2,8716.0
76561198063510182,6060,True,2014,2,2153.0
barrythebreadinspector,293180,True,2015,2,95.0
barrythebreadinspector,265930,True,2014,2,371.0
barrythebreadinspector,108710,True,2014,2,1208.0
GreatShot,730,True,2015,2,27570.0
GreatShot,4000,False,,0,3036.0
snruby,218620,True,2013,2,16027.0
snruby,730,True,2015,1,73345.0
snruby,252950,True,2015,2,5600.0
fantastic_pootis,304930,True,2015,0,10606.0
76561198045148009,359870,True,,1,4098.0
76561198045148009,200510,True,2014,0,4408.0
76561198045148009,239350,True,2014,2,5571.0
76561198045148009,113200,True,2013,0,10477.0
76561198060407498,261570,True,,2,1570.0
76561198060407498,230410,True,,2,37349.0
76561198060407498,209650,False,,0,1102.0
76561198060407498,8190,True,2015,2,6643.0
76561198060407498,72850,True,2015,2,76511.0
qwertybmwh1994,72850,True,2013,2,62587.0
qwertybmwh1994,43110,True,2012,2,13153.0
qwertybmwh1994,4500,True,2012,2,29013.0
qwertybmwh1994,32800,True,2012,2,2228.0
MrEdskiies,461680,True,,1,75.0
i_dont_give_a_jacks_ass,620,True,2015,1,459.0
i_dont_give_a_jacks_ass,70,True,2014,0,612.0
i_dont_give_a_jacks_ass,55230,True,2014,1,2142.0
i_dont_give_a_jacks_ass,50300,True,2014,0,386.0
i_dont_give_a_jacks_ass,244810,True,2014,2,83.0
bigodo,24240,True,2012,1,3903.0
bigodo,1250,True,2010,1,8380.0
bigodo,236430,True,2014,2,8184.0
76561198027828967,337000,True,,2,1233.0
76561198027828967,377160,True,2015,2,9251.0
76561198027828967,19900,False,2014,2,5766.0
koongod01,1250,True,2013,1,6614.0
cc2015,252490,True,2013,2,6304.0
cc2015,377160,True,,2,10150.0
cc2015,413150,True,,2,2689.0
cc2015,238320,True,2014,0,515.0
76561198105743297,204300,True,2014,2,8592.0
76561198090300952,244850,True,2014,2,2474.0
76561198090300952,105600,False,2014,1,2607.0
NOTHING_BUT_STAR_WARS,261640,True,2014,0,2572.0
mresprofile,730,True,2015,0,72668.0
mresprofile,202170,True,,2,5393.0
mresprofile,437220,True,,2,142.0
MrMilitary,239820,True,2013,2,857.0
279519365,730,True,2014,2,84897.0
MrAH2010,8930,True,2013,2,28788.0
cliffxd,226700,True,2014,1,4516.0
ItalianFoddConsumerGaming,244850,True,2014,2,4682.0
ItalianFoddConsumerGaming,105600,True,2014,1,26210.0
76561198084496260,221100,True,2014,2,26442.0
76561198084496260,232090,True,2015,2,5983.0
MrEdIsAHorse,407060,True,,2,94.0
MrEdIsAHorse,400250,True,,2,19.0
MrEdIsAHorse,49520,True,2015,2,1965.0
MrEdIsAHorse,304930,True,2015,1,1170.0
MrEdIsAHorse,275850,True,,2,511.0
76561198062490293,208090,True,2014,1,1844.0
mrjosheyhalo,15700,True,2014,2,56.0
MRmeohme,437220,True,,2,352.0
MRmeohme,333930,True,2015,2,1067.0
MRmeohme,265630,True,2014,1,260.0
MRmeohme,57300,True,2014,0,756.0
MRmeohme,299360,False,2015,2,1736.0
MRmeohme,730,True,2014,0,71968.0
MRmeohme,413150,True,,1,714.0
mrmutantduck,113200,True,2013,2,57584.0
mrmutantduck,39140,True,2013,2,305.0
mrmutantduck,258590,True,2014,2,73.0
mrmutantduck,550,True,2014,1,333.0
mrmutantduck,4000,True,2013,1,548.0
mrmutantduck,363970,True,,2,17953.0
mrmutantduck,427730,True,,0,63.0
76561198019019838,227680,False,2015,1,62.0
76561198087629781,304050,True,2015,2,7065.0
MOnkeyASS12,220,True,2014,2,1120.0
TheREDPHOENIX,43110,True,2014,0,776.0
TheREDPHOENIX,550,True,2014,0,2169.0
76561198045792460,275100,False,,0,97.0
mr_non_member,4000,True,2013,0,2872.0
Noodles4Dayz,4000,True,2013,2,1114.0
76561198074356093,730,True,2015,0,36953.0
msoles7,236090,True,2013,2,899.0
msoles7,212480,True,2013,2,1279.0
msoles7,207750,True,2012,1,792.0
msoles7,12900,True,2011,2,1417.0
CreepercraftNZ,271590,False,2015,0,7434.0
CreepercraftNZ,252530,False,2015,2,3833.0
mtmoss,261530,True,2014,2,515.0
mtmoss,252490,True,2014,2,6518.0
mtmoss,274900,True,2015,2,27.0
mtmoss,286100,True,2014,2,6.0
mtmoss,265930,True,2014,1,104.0
mtmoss,293760,True,2015,2,97.0
Muchs,346900,True,2015,1,1816.0
MuellerJ7,72850,True,2014,2,13742.0
MuellerJ7,11590,True,,2,57.0
MuellerJ7,6100,False,2013,1,7.0
MuellerJ7,202170,False,2014,0,5.0
MuellerJ7,330830,True,,2,722.0
MuellerJ7,324610,False,,0,46.0
MuellerJ7,239030,True,2015,0,250.0
MuellerJ7,251870,True,2015,2,253.0
MuellerJ7,291480,False,2014,2,32.0
MuellerJ7,8930,True,2013,2,13564.0
76561198083097986,222880,True,2014,2,2437.0
76561198083097986,220200,True,2014,2,646.0
76561198083097986,42680,True,2014,0,161.0
76561198050962270,247080,True,,0,5921.0
76561198050962270,391540,True,2015,1,2035.0
76561198050962270,105600,True,2014,2,57036.0
76561198050962270,203770,True,2015,2,34637.0
76561198050962270,212680,True,2015,0,1106.0
76561198050962270,304930,True,2015,0,1151.0
76561198077898598,244850,True,2014,2,1333.0
76561198077898598,379720,True,,1,1338.0
76561198077898598,51100,False,2015,0,121.0
mukanyawest,219640,False,2014,0,6219.0
mukanyawest,444090,True,,2,528.0
mukanyawest,730,True,2015,0,20372.0
mukanyawest,113400,True,2015,0,4553.0
MumboBros,34900,True,2014,0,304.0
MumboBros,40800,True,2014,1,86.0
MumboBros,620,True,2014,1,1929.0
MumboBros,269030,True,,1,441.0
MumboBros,249550,True,2015,0,1480.0
76561198068189169,301520,True,2014,1,3232.0
76561198059829512,620,True,2013,2,1916.0
Murderousbinkie,251570,False,2014,0,34.0
Murderousbinkie,8870,True,2014,2,273.0
Murdocgreenskin,365670,True,,0,751.0
Murdocgreenskin,224260,True,,2,290.0
Murdocgreenskin,207610,True,,2,396.0
Murdocgreenskin,304930,True,,2,160.0
Murdocgreenskin,206210,True,,2,462.0
Murdocgreenskin,214850,True,,2,633.0
Murdocgreenskin,262410,True,,2,81.0
Murgic,105600,True,,2,29863.0
Murix,2300,True,2015,2,18.0
Murix,242760,True,2014,0,447.0
Murix,50300,True,2014,0,681.0
Murix,270370,True,2014,2,884.0
76561198049652401,207610,True,2013,0,1117.0
76561198049652401,221640,True,2013,2,1270.0
mutiez,213670,True,2014,0,1264.0
mutiez,730,True,2015,0,44776.0
mutatedwombat,326160,True,2015,2,271857.0
mutatedwombat,217100,True,2013,0,470.0
mutatedwombat,258520,True,2014,2,730.0
mutatedwombat,250620,True,2014,2,202.0
mutatedwombat,297350,True,2014,2,273.0
mutatedwombat,72850,True,2013,2,55339.0
76561198098027263,252950,True,2015,2,669.0
MXKiN,265930,True,2014,1,199.0
MXKiN,331470,True,2014,2,670.0
MXKiN,410320,True,,2,2571.0
MXKiN,313740,True,2014,2,16.0
76561198031799936,233610,True,2015,2,1362.0
76561198031799936,208090,True,2014,0,4140.0
76561198031799936,395200,False,,0,623.0
76561198031799936,384360,True,2015,2,102.0
76561198031799936,250900,True,2014,2,14324.0
76561198092511029,55140,True,2014,2,1312.0
76561198092511029,270450,True,2014,2,328.0
76561198092511029,730,True,2013,2,15227.0
McWelshmen,304930,True,2014,2,45.0
76561198094264350,304050,True,,2,18548.0
76561198094507877,313690,False,2015,0,854.0
Standin_Legolas,48700,True,2015,2,54142.0
76561198181829522,323320,True,,0,1741.0
pandabear6921,34870,True,2014,1,943.0
Mysticallbullet57,252490,True,2014,2,22519.0
Mysticallbullet57,265630,True,2014,2,232.0
76561198061830226,22320,True,2014,2,1193.0
76561198061830226,220,False,,0,345.0
mythilas,620,True,2011,2,1039.0
mini_sentries_everywhere,207140,True,2015,2,1705.0
mrsirha,306830,False,2014,2,211.0
mrsirha,730,True,2014,1,35700.0
mrsirha,252490,True,2014,1,9111.0
NATETHEGOD,281990,True,,2,8041.0
NATETHEGOD,337000,True,,2,1452.0
NATETHEGOD,444560,True,,2,7.0
NATETHEGOD,214950,True,,2,17546.0
NATETHEGOD,225540,True,2015,2,158.0
NATETHEGOD,292030,True,2015,2,7280.0
NATETHEGOD,271590,True,2015,2,9370.0
Yichenzbj,4000,True,2015,0,2195.0
Arishaz,10180,True,2014,1,1315.0
Arishaz,301520,True,,1,441.0
Arishaz,304930,False,,2,13438.0
Arishaz,104900,True,,1,250.0
Arishaz,203140,True,,2,939.0
Arishaz,230410,True,2015,0,1408.0
Arishaz,730,True,2015,1,45260.0
ryanirons2,730,True,2015,2,54792.0
N47H4NI3L,227320,True,2014,2,3455.0
Ridim201,105600,True,2014,1,18399.0
morttos,219150,True,2015,0,780.0
D3ad3n3,385770,True,2015,0,741.0
76561198206561980,323370,True,2015,2,8455.0
NaigHikariYami,409160,True,,2,50.0
NaigHikariYami,290770,True,,0,298.0
NaigHikariYami,48700,True,2014,2,6823.0
RealAdam,730,True,2014,0,30008.0
76561197961051810,72850,True,2015,2,21412.0
NanoPi,280,True,2015,2,2476.0
NanoPi,261570,True,2015,1,1801.0
NanoPi,550,True,2014,1,614.0
NanoPi,248310,True,2014,2,160.0
NanoPi,268750,True,2014,2,241.0
NanoPi,237930,True,2014,2,1128.0
NanoPi,236090,True,2014,2,1671.0
NanoPi,225260,True,2014,2,2490.0
NanoPi,29180,True,2014,0,220.0
76561198052909583,72850,True,,2,23975.0
76561198052909583,252950,True,,0,1287.0
Napalm_,219740,True,2013,2,260.0
76561198014177534,234330,False,2014,0,18.0
Naranjita3560,12900,True,2015,1,894.0
Naranjita3560,4000,True,2014,2,3109.0
Naranjita3560,730,True,2013,2,63394.0
narrth,252490,True,2014,1,5968.0
diSEMBOWELMENTAU,252950,True,2015,1,24872.0
natsudrgneel,391540,True,2015,2,2048.0
NavisTheNoob,730,False,2014,0,30116.0
Zewaffleman,202170,True,2013,2,1357.0
Zewaffleman,287700,True,2015,0,5079.0
Zewaffleman,72850,True,2012,1,7436.0
Zewaffleman,248310,False,2015,1,5.0
Zewaffleman,200710,True,2013,2,526.0
nazz223,410670,True,,2,521.0
nazztic,304930,True,2014,2,5537.0
76561198025503374,232090,False,2015,2,15684.0
76561198025503374,201810,False,2015,0,1043.0
76561197970542592,274940,True,2015,2,613.0
76561197970542592,214490,True,2014,0,412.0
76561197970542592,260230,True,2014,0,773.0
76561198055862537,252490,False,,2,1761.0
NedSilver,263280,True,2014,0,446.0
76561198018687985,320,True,2013,0,11620.0
DonGusto,730,True,2015,0,35995.0
76561198081732050,275850,True,,2,2751.0
76561198074301386,265630,True,2014,2,494.0
76561198083293252,257730,True,2014,2,1615.0
EstGamingGG,218620,True,2014,2,1260.0
terencemok,218620,True,2014,1,12230.0
npeppers,236450,True,2015,2,1008.0
npeppers,40800,True,2015,2,1293.0
npeppers,250180,True,2015,2,117.0
npeppers,241600,True,2015,2,1095.0
Nemuaus,383870,True,,2,195.0
Nemuaus,730,True,2015,1,100231.0
TheOneTurino,4000,True,2014,0,33197.0
TheOneTurino,49520,True,,0,3418.0
TheOneTurino,322330,True,,2,272.0
TheOneTurino,391540,True,2015,2,1388.0
Glitchhog,275850,False,,0,1100.0
200220006,218230,True,2014,2,6732.0
chloejacobsx,252950,True,2015,2,3325.0
bunnycarrots,219150,True,2015,0,452.0
bunnycarrots,550,True,2015,1,13768.0
bunnycarrots,218620,True,2014,1,43110.0
76561198131841535,6860,True,2015,2,978.0
thetimegoesfastxd77,730,True,2015,2,1773.0
thetimegoesfastxd77,248170,True,2015,2,2077.0
thetimegoesfastxd77,262490,True,2015,1,2000.0
76561198049511816,219740,True,2014,0,369.0
rickharrisonpawnshop,8190,True,2013,2,5058.0
rickharrisonpawnshop,407840,False,,2,116.0
rickharrisonpawnshop,304930,False,,0,289.0
rickharrisonpawnshop,303390,True,,1,108.0
Newboy65,243470,True,2014,2,2702.0
Newboy65,227940,True,2014,0,13910.0
Newboy65,72850,True,2014,2,21064.0
Newboy65,244850,True,2014,2,20947.0
Newboy65,252490,True,2013,0,4045.0
Newboy65,49520,True,2013,0,34020.0
76561198065425354,730,True,2014,2,19978.0
76561198065425354,218620,True,2015,2,26667.0
210519992016,109600,False,2015,1,453.0
210519992016,6060,False,2015,0,12.0
210519992016,233450,True,,2,5471.0
sheshenus,322330,True,,2,727.0
sheshenus,225840,False,,1,230.0
sheshenus,238460,True,2015,2,992.0
sheshenus,550,True,2014,2,4141.0
76561198040914212,274290,False,2014,1,139.0
76561198040914212,310700,True,2014,2,400.0
76561198040914212,310070,True,2014,1,195.0
76561198040914212,247080,True,2014,1,725.0
76561198040914212,257850,True,,2,885.0
76561198040914212,312630,True,2014,2,185.0
76561198040914212,244850,True,2013,0,766.0
noizypuppy,221380,True,2013,2,11985.0
noizypuppy,223810,True,2013,0,1903.0
mr_pie_nice_cheese,270090,True,2015,2,23.0
mr_pie_nice_cheese,204450,True,2014,2,1444.0
76561198026090080,377160,True,2015,2,13930.0
76561198026090080,413150,True,,2,2603.0
76561198068629778,307780,False,2015,2,1744.0
76561198068629778,346110,True,,0,2792.0
76561198068629778,344760,True,2015,0,2292.0
nickflig,218620,False,2014,2,50514.0
76561198062718030,321360,False,2015,0,196.0
swagking1996,287700,True,,1,276.0
SECHSACHTACHT,218470,False,2014,1,550.0
SECHSACHTACHT,304930,True,2014,0,538.0
SECHSACHTACHT,49520,True,2014,0,25915.0
nic2339,355180,True,2015,0,35.0
nic2339,222880,True,2015,0,13733.0
niggadave2,346900,True,2015,1,2653.0
niggadave2,12100,True,2015,2,1991.0
76561198057784104,730,True,2014,2,9029.0
76561198057784104,22370,True,2013,2,4286.0
QuenchingAlarm1,20510,True,,2,1356.0
QuenchingAlarm1,4500,True,,1,1357.0
QuenchingAlarm1,400790,True,,0,85.0
QuenchingAlarm1,218620,True,2014,2,14435.0
QuenchingAlarm1,221100,True,2015,1,7991.0
QuenchingAlarm1,286690,True,,2,464.0
QuenchingAlarm1,730,True,,0,34064.0
QuenchingAlarm1,391460,False,2015,0,21.0
QuenchingAlarm1,107410,True,2015,1,3088.0
76561198070728917,31290,True,2014,1,226.0
76561198033173262,730,True,2014,1,41809.0
Nikavek,221100,False,2015,2,11307.0
Nikavek,393380,True,2015,0,2558.0
Nikavek,222880,True,2014,0,5693.0
Nikavek,377160,False,2015,2,1590.0
Nikavek,292030,True,2015,2,8163.0
Nikavek,25000,True,2015,2,1264.0
Nikavek,225540,True,,2,1410.0
TFWUMastab82Sanic,302380,True,,2,52.0
76561198079521222,313730,True,2014,2,455.0
76561198079521222,289460,True,,2,12.0
76561198081711671,207610,True,2015,2,4297.0
76561198081711671,241930,True,,2,3640.0
76561198081711671,233130,True,2015,2,1822.0
76561198036617399,304240,True,2015,0,1168.0
76561198043464234,11610,True,,2,14889.0
76561198092381867,221100,True,2014,2,56310.0
ozeyeball,227680,False,2014,2,10.0
ozeyeball,49520,True,2014,0,2473.0
ozeyeball,204880,True,2014,2,36843.0
76561198054581453,730,True,2014,2,79533.0
Nipsey,8190,True,2014,1,29.0
Nipsey,95400,True,2015,2,156.0
Nipsey,230410,True,2013,2,248.0
Nipsey,286340,True,2014,2,460.0
Nipsey,22380,True,2014,1,657.0
Nipsey,72850,True,2014,1,144.0
Nishanji,222880,True,,1,5440.0
Nishanji,730,True,2015,0,46502.0
76561198085249560,310380,True,2015,2,4545.0
Ka2Dx,104900,True,2014,1,140.0
angia93,550,False,2013,0,616.0
angia93,730,True,2014,2,981.0
angia93,201790,True,2014,2,1130.0
76561198064893805,222880,True,2014,2,6582.0
76561198064893805,313730,True,2014,2,881.0
plz2halp,730,True,2015,0,39738.0
plz2halp,212680,True,2014,2,11814.0
improm8,247730,False,2014,2,877.0
improm8,206210,True,2013,1,574.0
improm8,730,True,,1,31366.0
improm8,252950,True,2015,1,9361.0
improm8,236430,True,2014,2,5847.0
improm8,223710,True,2014,1,950.0
improm8,12220,True,2014,1,1204.0
improm8,202970,True,2014,2,301.0
improm8,224260,False,2014,2,1359.0
improm8,217690,True,2014,1,268.0
76561198065026562,334040,False,,0,8.0
DipShiet,237930,True,,2,891.0
NobleLegend,496920,True,,1,8.0
ustupit,55230,True,,2,2982.0
ustupit,301520,True,2015,2,4202.0
ustupit,271590,True,,0,20446.0
ustupit,9480,True,,0,20.0
ustupit,304930,True,2015,2,17772.0
NocturnalPotato,209080,True,2014,2,3153.0
NocturnalPotato,330570,True,2015,2,209.0
NocturnalPotato,236370,True,2015,2,5002.0
NocturnalPotato,205100,True,2014,1,1250.0
NocturnalPotato,227680,False,,2,3382.0
NocturnalPotato,355180,True,,2,296.0
NocturnalPotato,271590,False,2015,0,15818.0
NocturnalPotato,227700,True,2014,2,7527.0
NocturnalPotato,328500,True,2015,1,40.0
NocturnalPotato,8190,True,2014,2,3773.0
nogginess,304930,True,2014,2,5606.0
76561198074722204,268500,True,,2,3096.0
76561198033698382,113400,True,2014,1,15866.0
Shad3Gam3r,304930,True,2014,0,1924.0
Shad3Gam3r,241540,True,2014,2,1022.0
76561198039183543,270550,True,,2,171.0
76561198065160268,221100,True,2015,0,58770.0
76561198065160268,273350,True,2015,2,3140.0
76561198065160268,383870,True,,2,397.0
76561198088807138,49520,True,2015,2,8295.0
76561198088807138,244850,True,,0,61602.0
76561198092494600,346110,True,2015,2,445.0
Nopeism,271590,True,2015,2,20971.0
76561198050822800,233720,True,2013,1,94.0
76561198058536640,221100,True,,2,114087.0
JasonVDZ,242760,True,2014,1,1129.0
76561198043305211,232090,True,2015,1,11192.0
coonfag,270150,True,2014,0,219.0
coonfag,220240,False,2013,2,1124.0
coonfag,231430,True,2015,1,33649.0
coonfag,35450,True,2014,1,8122.0
obcs,209670,True,2014,2,2220.0
obcs,72850,True,2014,0,10905.0
obcs,226700,False,2014,0,25.0
SenorcThePie,401810,True,2015,2,259.0
SenorcThePie,35140,True,2014,2,3684.0
SenorcThePie,209000,False,2014,0,7782.0
SenorcThePie,287700,True,2015,2,6210.0
SenorcThePie,338400,True,,0,758.0
SenorcThePie,200260,True,2014,2,27389.0
76561198061905521,400,True,2014,2,328.0
76561198024744929,17300,True,2014,2,323.0
76561198059977575,274940,True,2015,0,3344.0
76561198064380004,105600,True,2014,0,27548.0
76561198064380004,250900,True,2014,2,7025.0
76561198064380004,241600,True,2013,2,903.0
76561198064380004,42910,True,2013,2,1243.0
soggzillanator,244870,True,2013,2,186.0
pleaseendmyfuckingsufferingcyka,8930,True,2015,2,18338.0
pleaseendmyfuckingsufferingcyka,91310,True,2013,0,440.0
pleaseendmyfuckingsufferingcyka,4000,True,2013,2,123466.0
notamericano,221100,True,2013,2,1770.0
notamericano,270550,True,2014,2,278.0
notamericano,48700,True,2013,2,5469.0
OfficalNotEvenNiNja,252490,True,,2,13993.0
76561198090457112,105600,True,2015,2,4353.0
76561198079890309,204100,True,2014,1,612.0
76561198079890309,262060,True,2015,2,3810.0
76561198079890309,266510,True,2014,2,738.0
76561198079890309,248860,True,2014,2,1945.0
76561198079890309,226700,True,2014,1,33.0
Ihavecripplingmemepression,386880,True,,1,465.0
76561198049951543,235460,True,2014,2,27.0
76561198027345977,225260,True,2015,0,126.0
76561198027345977,21100,True,2015,2,1601.0
76561198027345977,238010,True,2015,2,946.0
76561198027345977,49520,True,2012,0,21035.0
76561198027345977,42680,True,2012,2,3958.0
nova_prime,230410,True,2014,2,118683.0
nova_prime,730,True,2014,0,13980.0
nova_prime,220200,True,2014,2,4338.0
nova_prime,33930,True,2014,2,20182.0
fivewordsinfuckingneon,3830,True,2012,2,25613.0
76561198036618521,224260,True,2014,2,708.0
76561198036618521,209160,True,2013,2,319.0
gefiltefishegg,730,True,2015,2,35506.0
76561198081891488,447500,True,,2,2544.0
76561198029310996,32470,True,2014,2,2813.0
76561198029310996,15620,True,2014,2,6129.0
nugyflex,294100,True,,2,5004.0
nugyflex,244850,True,2014,1,1013.0
nugyflex,221100,True,,0,1582.0
nugyflex,206190,True,,2,263.0
nugyflex,219150,True,,2,286.0
nugyflex,257850,True,,2,774.0
nugyflex,212680,True,,2,4728.0
nugyflex,248820,True,,1,5008.0
nukem2000,43110,True,2014,2,893.0
Nultz,241540,True,2014,2,3397.0
gourmetdeadthings,209080,True,2015,2,2243.0
gourmetdeadthings,224600,True,2014,2,1245.0
gourmetdeadthings,1250,True,2014,2,9474.0
gourmetdeadthings,4000,True,2014,2,72703.0
76561198096211787,261640,True,2014,2,5400.0
freshcake,252490,True,2013,2,19900.0
freshcake,221100,True,2013,2,5484.0
Goofen,730,True,2014,1,63148.0
nydac98,8930,True,2014,2,6276.0
Osiris5622,620,True,2014,0,2557.0
Osiris5622,271590,True,,2,48623.0
waytogoidiot,322330,True,,0,18810.0
waytogoidiot,318600,True,,0,738.0
waytogoidiot,261030,True,,0,413.0
76561198074860147,730,True,2013,2,129590.0
ocriativo,226320,True,2013,1,14804.0
iamhungryfeedme,6060,True,2014,1,5746.0
o0Mongoose0o,245620,True,2014,2,8992.0
oakex,359050,False,2015,1,51.0
oakex,4000,True,,1,267692.0
spamnz,24740,True,2014,2,1582.0
spamnz,265930,False,2014,0,386.0
spamnz,8870,True,2015,0,2549.0
76561198074557309,304930,True,,2,23271.0
76561198085457850,293540,False,2015,0,19.0
76561198085457850,348490,True,,0,1559.0
76561198085457850,346110,True,2015,2,5378.0
76561198085457850,107410,True,,1,30302.0
76561198085457850,33930,True,2014,2,7745.0
76561198085457850,4560,True,2014,0,11.0
76561198095265398,319630,True,2015,2,2778.0
76561198072912995,202970,True,2014,2,144.0
76561198072912995,8870,False,2014,0,545.0
Obvious_Failure,318530,True,,0,625.0
Obvious_Failure,391540,True,,2,949.0
zeldafan57,620,True,2013,2,5374.0
jtwh,304050,True,,0,12976.0
jtwh,295550,True,2014,2,4482.0
jtwh,317360,True,2014,0,253.0
jtwh,274900,True,2014,2,77.0
Cartrz,550,True,2014,1,1757.0
76561198039283395,221100,False,2014,0,35.0
76561198072331143,221100,True,2014,2,1006.0
jcottle,222880,True,2014,2,1399.0
overlordofgaming,221640,True,2014,0,251.0
overlordofgaming,212680,True,2014,2,1088.0
fruity_ninja,218620,True,2014,2,4199.0
fruity_ninja,211820,True,2013,1,350.0
fruity_ninja,55230,True,2014,2,703.0
fruity_ninja,10090,True,2013,2,13442.0
linkocarinatime,252490,True,2014,2,66944.0
qtdraws,730,True,,1,17921.0
76561198080947173,291550,True,2015,2,1463.0
76561198080947173,219150,True,2014,2,436.0
Pooptimemachine,313340,True,2015,2,460.0
bumcraft123,730,True,2015,1,75877.0
twan-newn,730,True,2014,1,53691.0
twan-newn,250900,True,2014,2,2728.0
twan-newn,400,True,2014,2,162.0
76561198055524995,209000,True,2014,2,1668.0
greenday990310,305620,True,2014,1,146.0
oldboss,730,True,2015,2,48065.0
76561198057988265,107100,True,2014,2,948.0
ILOVEWEINERS,220240,True,2014,2,976.0
76561198005999162,271290,True,2014,0,3676.0
76561198005999162,252490,False,2013,1,191.0
76561198005999162,236390,True,2013,2,12312.0
Omega9001,317400,True,2015,2,360.0
Omega9001,413150,True,,2,4034.0
Omega9001,437220,True,,2,2002.0
Omega9001,40800,True,2015,1,109.0
gamerbegamin,9350,True,2014,2,1322.0
omegavondoom,107100,True,2011,1,599.0
omegavondoom,36000,True,2011,2,310.0
omegavondoom,42910,True,2011,2,2852.0
76561198084047806,304930,True,,2,6828.0
76561197998356183,218620,True,2014,1,19331.0
76561197972797551,252490,True,2014,2,22015.0
