genres,title,item_id,year,playtime_forever
Retro,DRAGON: A Game About a Dragon,351150,2015,6702.0
Sci-fi,DRAGON: A Game About a Dragon,351150,2015,6702.0
Funny,DRAGON: A Game About a Dragon,351150,2015,6702.0
Action,Ys VI: The Ark of Napishtim,312540,2015,16228.0
RPG,Ys VI: The Ark of Napishtim,312540,2015,16228.0
JRPG,Ys VI: The Ark of Napishtim,312540,2015,16228.0
Adventure,Ys VI: The Ark of Napishtim,312540,2015,16228.0
Great Soundtrack,Ys VI: The Ark of Napishtim,312540,2015,16228.0
Action RPG,Ys VI: The Ark of Napishtim,312540,2015,16228.0
Anime,Ys VI: The Ark of Napishtim,312540,2015,16228.0
Singleplayer,Ys VI: The Ark of Napishtim,312540,2015,16228.0
Difficult,Ys VI: The Ark of Napishtim,312540,2015,16228.0
Fantasy,Ys VI: The Ark of Napishtim,312540,2015,16228.0
Free to Play,Ultimate Tic-Tac-Toe,360870,2015,22550.0
Casual,Ultimate Tic-Tac-Toe,360870,2015,22550.0
Multiplayer,Ultimate Tic-Tac-Toe,360870,2015,22550.0
Strategy,Ultimate Tic-Tac-Toe,360870,2015,22550.0
Family Friendly,Ultimate Tic-Tac-Toe,360870,2015,22550.0
Singleplayer,Ultimate Tic-Tac-Toe,360870,2015,22550.0
Competitive,Ultimate Tic-Tac-Toe,360870,2015,22550.0
Indie,Ultimate Tic-Tac-Toe,360870,2015,22550.0
Massively Multiplayer,Ultimate Tic-Tac-Toe,360870,2015,22550.0
Violent,Ultimate Tic-Tac-Toe,360870,2015,22550.0
e-sports,Ultimate Tic-Tac-Toe,360870,2015,22550.0
Memes,Ultimate Tic-Tac-Toe,360870,2015,22550.0
Open World,Ultimate Tic-Tac-Toe,360870,2015,22550.0
Early Access,Carp Fishing Simulator,366290,2015,518.0
Simulation,Carp Fishing Simulator,366290,2015,518.0
Sports,Carp Fishing Simulator,366290,2015,518.0
Fishing,Carp Fishing Simulator,366290,2015,518.0
Relaxing,Carp Fishing Simulator,366290,2015,518.0
Multiplayer,Carp Fishing Simulator,366290,2015,518.0
RPG,Lilly and Sasha: Curse of the Immortals,364270,2015,31337.0
Indie,Lilly and Sasha: Curse of the Immortals,364270,2015,31337.0
Strategy,Lilly and Sasha: Curse of the Immortals,364270,2015,31337.0
RPGMaker,Lilly and Sasha: Curse of the Immortals,364270,2015,31337.0
Female Protagonist,Lilly and Sasha: Curse of the Immortals,364270,2015,31337.0
Action,The Grave Digger,345340,2013,774.0
Adventure,The Grave Digger,345340,2013,774.0
Indie,The Grave Digger,345340,2013,774.0
Casual,Metamorphabet,353280,2015,85.0
Indie,Metamorphabet,353280,2015,85.0
Education,Metamorphabet,353280,2015,85.0
Family Friendly,Metamorphabet,353280,2015,85.0
RPG,Remnants Of Isolation,360010,2015,8853.0
Indie,Remnants Of Isolation,360010,2015,8853.0
Casual,Remnants Of Isolation,360010,2015,8853.0
RPGMaker,Remnants Of Isolation,360010,2015,8853.0
RPG,Hollywood Visionary,365210,2015,3069.0
Indie,Hollywood Visionary,365210,2015,3069.0
Choose Your Own Adventure,Hollywood Visionary,365210,2015,3069.0
Text-Based,Hollywood Visionary,365210,2015,3069.0
Indie,Robot Roller-Derby Disco Dodgeball Soundtrack,367090,2015,1.0
Sports,Robot Roller-Derby Disco Dodgeball Soundtrack,367090,2015,1.0
Action,Robot Roller-Derby Disco Dodgeball Soundtrack,367090,2015,1.0
Action,Blake Stone: Planet Strike,358310,1994,84.0
FPS,Blake Stone: Planet Strike,358310,1994,84.0
Classic,Blake Stone: Planet Strike,358310,1994,84.0
1990's,Blake Stone: Planet Strike,358310,1994,84.0
Action,Blake Stone: Aliens of Gold,358190,1993,257.0
FPS,Blake Stone: Aliens of Gold,358190,1993,257.0
Classic,Blake Stone: Aliens of Gold,358190,1993,257.0
1990's,Blake Stone: Aliens of Gold,358190,1993,257.0
Free to Play,TERA,323370,2015,9714826.0
MMORPG,TERA,323370,2015,9714826.0
Massively Multiplayer,TERA,323370,2015,9714826.0
RPG,TERA,323370,2015,9714826.0
Action,TERA,323370,2015,9714826.0
Open World,TERA,323370,2015,9714826.0
Fantasy,TERA,323370,2015,9714826.0
Adventure,TERA,323370,2015,9714826.0
Anime,TERA,323370,2015,9714826.0
Third Person,TERA,323370,2015,9714826.0
Action RPG,TERA,323370,2015,9714826.0
Co-op,TERA,323370,2015,9714826.0
Character Customization,TERA,323370,2015,9714826.0
Multiplayer,TERA,323370,2015,9714826.0
PvP,TERA,323370,2015,9714826.0
Hack and Slash,TERA,323370,2015,9714826.0
PvE,TERA,323370,2015,9714826.0
Cute,TERA,323370,2015,9714826.0
Controller,TERA,323370,2015,9714826.0
Nudity,TERA,323370,2015,9714826.0
Indie,Apollo4x,365420,2015,8007.0
Casual,Apollo4x,365420,2015,8007.0
Simulation,Apollo4x,365420,2015,8007.0
Strategy,Apollo4x,365420,2015,8007.0
RPG,Apollo4x,365420,2015,8007.0
Grand Strategy,Apollo4x,365420,2015,8007.0
Great Soundtrack,Apollo4x,365420,2015,8007.0
Action,Apollo4x,365420,2015,8007.0
Adventure,Apollo4x,365420,2015,8007.0
4X,Apollo4x,365420,2015,8007.0
Indie,Karmaflow: The Rock Opera Videogame - Act I &amp; Act II,317940,2015,489.0
Adventure,Karmaflow: The Rock Opera Videogame - Act I &amp; Act II,317940,2015,489.0
Music,Karmaflow: The Rock Opera Videogame - Act I &amp; Act II,317940,2015,489.0
Great Soundtrack,Karmaflow: The Rock Opera Videogame - Act I &amp; Act II,317940,2015,489.0
Puzzle-Platformer,Karmaflow: The Rock Opera Videogame - Act I &amp; Act II,317940,2015,489.0
3D Platformer,Karmaflow: The Rock Opera Videogame - Act I &amp; Act II,317940,2015,489.0
Adventure,The Music Machine,359040,2015,7409.0
Indie,The Music Machine,359040,2015,7409.0
Horror,The Music Machine,359040,2015,7409.0
Psychological Horror,The Music Machine,359040,2015,7409.0
First-Person,The Music Machine,359040,2015,7409.0
Walking Simulator,The Music Machine,359040,2015,7409.0
Indie,This Starry Midnight We Make,320090,2015,1686.0
Simulation,This Starry Midnight We Make,320090,2015,1686.0
Anime,This Starry Midnight We Make,320090,2015,1686.0
Puzzle,This Starry Midnight We Make,320090,2015,1686.0
Sports,Vertiginous Golf,272890,2014,25869.0
Golf,Vertiginous Golf,272890,2014,25869.0
Indie,Vertiginous Golf,272890,2014,25869.0
Steampunk,Vertiginous Golf,272890,2014,25869.0
Mini Golf,Vertiginous Golf,272890,2014,25869.0
Local Multiplayer,Vertiginous Golf,272890,2014,25869.0
Singleplayer,Vertiginous Golf,272890,2014,25869.0
Multiplayer,Vertiginous Golf,272890,2014,25869.0
Dystopian,Vertiginous Golf,272890,2014,25869.0
Psychological Horror,Vertiginous Golf,272890,2014,25869.0
Adventure,Star Trek™: Judgment Rites,364800,2015,410.0
Action,Star Trek™: Judgment Rites,364800,2015,410.0
Simulation,Star Trek™: Judgment Rites,364800,2015,410.0
Classic,Star Trek™: Judgment Rites,364800,2015,410.0
Space,Star Trek™: Judgment Rites,364800,2015,410.0
Point & Click,Star Trek™: Judgment Rites,364800,2015,410.0
Simulation,Star Trek™: Starfleet Academy,364810,2015,1019.0
Action,Star Trek™: Starfleet Academy,364810,2015,1019.0
Adventure,Star Trek™: Starfleet Academy,364810,2015,1019.0
FMV,Star Trek™: Starfleet Academy,364810,2015,1019.0
Space,Star Trek™: Starfleet Academy,364810,2015,1019.0
Sci-fi,Star Trek™: Starfleet Academy,364810,2015,1019.0
Simulation,18 Wheels of Steel: Extreme Trucker 2,362780,2011,121.0
Driving,18 Wheels of Steel: Extreme Trucker 2,362780,2011,121.0
Visual Novel,The Reject Demon: Toko Chapter 0 — Prelude,358770,2015,2273.0
Indie,The Reject Demon: Toko Chapter 0 — Prelude,358770,2015,2273.0
Casual,The Reject Demon: Toko Chapter 0 — Prelude,358770,2015,2273.0
Anime,The Reject Demon: Toko Chapter 0 — Prelude,358770,2015,2273.0
Female Protagonist,The Reject Demon: Toko Chapter 0 — Prelude,358770,2015,2273.0
Nudity,The Reject Demon: Toko Chapter 0 — Prelude,358770,2015,2273.0
Strategy,Terraform,347790,2015,18.0
Indie,Terraform,347790,2015,18.0
Simulation,Terraform,347790,2015,18.0
Puzzle,Terraform,347790,2015,18.0
Turn-Based,Terraform,347790,2015,18.0
Indie,Tiny Bridge: Ratventure,360380,2015,26971.0
Puzzle,Tiny Bridge: Ratventure,360380,2015,26971.0
Strategy,Tiny Bridge: Ratventure,360380,2015,26971.0
Adventure,Tiny Bridge: Ratventure,360380,2015,26971.0
Casual,Tiny Bridge: Ratventure,360380,2015,26971.0
2D,Tiny Bridge: Ratventure,360380,2015,26971.0
Building,Tiny Bridge: Ratventure,360380,2015,26971.0
Singleplayer,Tiny Bridge: Ratventure,360380,2015,26971.0
Physics,Tiny Bridge: Ratventure,360380,2015,26971.0
Family Friendly,Tiny Bridge: Ratventure,360380,2015,26971.0
Anime,Tiny Bridge: Ratventure,360380,2015,26971.0
Touch-Friendly,Tiny Bridge: Ratventure,360380,2015,26971.0
Comedy,Tiny Bridge: Ratventure,360380,2015,26971.0
Simulation,Tiny Bridge: Ratventure,360380,2015,26971.0
Shoot 'Em Up,Tiny Bridge: Ratventure,360380,2015,26971.0
Difficult,Tiny Bridge: Ratventure,360380,2015,26971.0
Funny,Tiny Bridge: Ratventure,360380,2015,26971.0
Sandbox,Tiny Bridge: Ratventure,360380,2015,26971.0
Shooter,Tiny Bridge: Ratventure,360380,2015,26971.0
Exploration,Tiny Bridge: Ratventure,360380,2015,26971.0
Sports,Virtual Pool 4,336150,2015,8870.0
Simulation,Virtual Pool 4,336150,2015,8870.0
Pool,Virtual Pool 4,336150,2015,8870.0
Indie,Inside My Radio,357720,2015,6329.0
Casual,Inside My Radio,357720,2015,6329.0
Action,Inside My Radio,357720,2015,6329.0
Rhythm,Inside My Radio,357720,2015,6329.0
Music,Inside My Radio,357720,2015,6329.0
Great Soundtrack,Inside My Radio,357720,2015,6329.0
Colorful,Inside My Radio,357720,2015,6329.0
Platformer,Inside My Radio,357720,2015,6329.0
Racing,Action Henk,285820,2015,17380.0
Action,Action Henk,285820,2015,17380.0
Indie,Action Henk,285820,2015,17380.0
Platformer,Action Henk,285820,2015,17380.0
Multiplayer,Action Henk,285820,2015,17380.0
Simulation,Prison Tycoon Alcatraz,354820,2015,141.0
Management,Prison Tycoon Alcatraz,354820,2015,141.0
Pirates,Windward,326410,2015,240268.0
Naval,Windward,326410,2015,240268.0
Adventure,Windward,326410,2015,240268.0
RPG,Windward,326410,2015,240268.0
Sandbox,Windward,326410,2015,240268.0
Indie,Windward,326410,2015,240268.0
Multiplayer,Windward,326410,2015,240268.0
Action,Windward,326410,2015,240268.0
Trading,Windward,326410,2015,240268.0
Open World,Windward,326410,2015,240268.0
Co-op,Windward,326410,2015,240268.0
Strategy,Windward,326410,2015,240268.0
Procedural Generation,Windward,326410,2015,240268.0
Singleplayer,Windward,326410,2015,240268.0
Sailing,Windward,326410,2015,240268.0
Atmospheric,Windward,326410,2015,240268.0
Exploration,Windward,326410,2015,240268.0
MMORPG,Windward,326410,2015,240268.0
Economy,Windward,326410,2015,240268.0
Choose Your Own Adventure,Windward,326410,2015,240268.0
Strategy,Interplanetary,278910,2015,62890.0
Space,Interplanetary,278910,2015,62890.0
Indie,Interplanetary,278910,2015,62890.0
Turn-Based Strategy,Interplanetary,278910,2015,62890.0
Multiplayer,Interplanetary,278910,2015,62890.0
Turn-Based,Interplanetary,278910,2015,62890.0
Singleplayer,Interplanetary,278910,2015,62890.0
Sci-fi,Interplanetary,278910,2015,62890.0
Physics,Interplanetary,278910,2015,62890.0
4X,Interplanetary,278910,2015,62890.0
Bullet Hell,Jigoku Kisetsukan: Sense of the Seasons,368950,2015,16334.0
Free to Play,Jigoku Kisetsukan: Sense of the Seasons,368950,2015,16334.0
Anime,Jigoku Kisetsukan: Sense of the Seasons,368950,2015,16334.0
Indie,Jigoku Kisetsukan: Sense of the Seasons,368950,2015,16334.0
Shoot 'Em Up,Jigoku Kisetsukan: Sense of the Seasons,368950,2015,16334.0
Difficult,Jigoku Kisetsukan: Sense of the Seasons,368950,2015,16334.0
Great Soundtrack,Jigoku Kisetsukan: Sense of the Seasons,368950,2015,16334.0
Singleplayer,Jigoku Kisetsukan: Sense of the Seasons,368950,2015,16334.0
Shooter,Jigoku Kisetsukan: Sense of the Seasons,368950,2015,16334.0
Female Protagonist,Jigoku Kisetsukan: Sense of the Seasons,368950,2015,16334.0
2D,Jigoku Kisetsukan: Sense of the Seasons,368950,2015,16334.0
Action,Jigoku Kisetsukan: Sense of the Seasons,368950,2015,16334.0
Action,Pavel Quest,366460,2015,1.0
Indie,Pavel Quest,366460,2015,1.0
Platformer,Pavel Quest,366460,2015,1.0
Clicker,Clicker Heroes,363970,2015,32987919.0
Free to Play,Clicker Heroes,363970,2015,32987919.0
Casual,Clicker Heroes,363970,2015,32987919.0
Singleplayer,Clicker Heroes,363970,2015,32987919.0
Indie,Clicker Heroes,363970,2015,32987919.0
2D,Clicker Heroes,363970,2015,32987919.0
RPG,Clicker Heroes,363970,2015,32987919.0
Adventure,Clicker Heroes,363970,2015,32987919.0
Funny,Clicker Heroes,363970,2015,32987919.0
Fantasy,Clicker Heroes,363970,2015,32987919.0
Simulation,Clicker Heroes,363970,2015,32987919.0
Strategy,Clicker Heroes,363970,2015,32987919.0
Multiplayer,Clicker Heroes,363970,2015,32987919.0
Family Friendly,Clicker Heroes,363970,2015,32987919.0
Action,Clicker Heroes,363970,2015,32987919.0
Touch-Friendly,Clicker Heroes,363970,2015,32987919.0
Illuminati,Clicker Heroes,363970,2015,32987919.0
Management,Clicker Heroes,363970,2015,32987919.0
Co-op,Clicker Heroes,363970,2015,32987919.0
Massively Multiplayer,Clicker Heroes,363970,2015,32987919.0
Indie,Treeker: The Lost Glasses,369640,2015,7500.0
Adventure,Treeker: The Lost Glasses,369640,2015,7500.0
First-Person,Treeker: The Lost Glasses,369640,2015,7500.0
Platformer,Treeker: The Lost Glasses,369640,2015,7500.0
Strategy,Galactic Civilizations III,226860,2015,432933.0
Space,Galactic Civilizations III,226860,2015,432933.0
Turn-Based Strategy,Galactic Civilizations III,226860,2015,432933.0
4X,Galactic Civilizations III,226860,2015,432933.0
Sci-fi,Galactic Civilizations III,226860,2015,432933.0
Turn-Based,Galactic Civilizations III,226860,2015,432933.0
Multiplayer,Galactic Civilizations III,226860,2015,432933.0
Singleplayer,Galactic Civilizations III,226860,2015,432933.0
Grand Strategy,Galactic Civilizations III,226860,2015,432933.0
Simulation,Galactic Civilizations III,226860,2015,432933.0
Moddable,Galactic Civilizations III,226860,2015,432933.0
Exploration,Galactic Civilizations III,226860,2015,432933.0
Replay Value,Galactic Civilizations III,226860,2015,432933.0
Hex Grid,Galactic Civilizations III,226860,2015,432933.0
Open World,Galactic Civilizations III,226860,2015,432933.0
Indie,Galactic Civilizations III,226860,2015,432933.0
Lore-Rich,Galactic Civilizations III,226860,2015,432933.0
Adventure,Galactic Civilizations III,226860,2015,432933.0
Sandbox,Galactic Civilizations III,226860,2015,432933.0
Management,Galactic Civilizations III,226860,2015,432933.0
Nudity,Discouraged Workers,371120,2015,10946.0
Mature,Discouraged Workers,371120,2015,10946.0
Indie,Discouraged Workers,371120,2015,10946.0
Adventure,Discouraged Workers,371120,2015,10946.0
Anime,Discouraged Workers,371120,2015,10946.0
Visual Novel,Discouraged Workers,371120,2015,10946.0
Sexual Content,Discouraged Workers,371120,2015,10946.0
Blood,Discouraged Workers,371120,2015,10946.0
Psychological,Discouraged Workers,371120,2015,10946.0
Dystopian,Discouraged Workers,371120,2015,10946.0
Dark,Discouraged Workers,371120,2015,10946.0
Atmospheric,Discouraged Workers,371120,2015,10946.0
Story Rich,Discouraged Workers,371120,2015,10946.0
First-Person,Discouraged Workers,371120,2015,10946.0
Based On A Novel,Discouraged Workers,371120,2015,10946.0
Psychological Horror,Discouraged Workers,371120,2015,10946.0
Realistic,Discouraged Workers,371120,2015,10946.0
Experimental,Discouraged Workers,371120,2015,10946.0
Historical,Discouraged Workers,371120,2015,10946.0
Cult Classic,Discouraged Workers,371120,2015,10946.0
Simulation,Trainz: A New Era,315660,2015,3221.0
Trains,Trainz: A New Era,315660,2015,3221.0
Driving,Trainz: A New Era,315660,2015,3221.0
Multiplayer,Trainz: A New Era,315660,2015,3221.0
Building,Trainz: A New Era,315660,2015,3221.0
Open World,Trainz: A New Era,315660,2015,3221.0
Realistic,Trainz: A New Era,315660,2015,3221.0
Singleplayer,Trainz: A New Era,315660,2015,3221.0
Casual,Green Moon,359260,2015,2045.0
Adventure,Green Moon,359260,2015,2045.0
Indie,Green Moon,359260,2015,2045.0
Hidden Object,Green Moon,359260,2015,2045.0
Point & Click,Green Moon,359260,2015,2045.0
Simulation,Luna's Wandering Stars,330660,2015,7310.0
Action,Luna's Wandering Stars,330660,2015,7310.0
Indie,Luna's Wandering Stars,330660,2015,7310.0
Puzzle,Luna's Wandering Stars,330660,2015,7310.0
Level Editor,Luna's Wandering Stars,330660,2015,7310.0
Great Soundtrack,Luna's Wandering Stars,330660,2015,7310.0
Physics,Luna's Wandering Stars,330660,2015,7310.0
Space,Luna's Wandering Stars,330660,2015,7310.0
Action,Downpour,371400,2015,1491.0
Indie,Downpour,371400,2015,1491.0
Simulation,Downpour,371400,2015,1491.0
Survival,Downpour,371400,2015,1491.0
Difficult,Downpour,371400,2015,1491.0
Robots,Downpour,371400,2015,1491.0
2D Fighter,Downpour,371400,2015,1491.0
Adventure,Alum,338420,2015,795.0
Indie,Alum,338420,2015,795.0
RPG,Alum,338420,2015,795.0
Point & Click,Alum,338420,2015,795.0
Pixel Graphics,Alum,338420,2015,795.0
Casual,Age of Castles: Warlords,371710,2015,604.0
Simulation,Age of Castles: Warlords,371710,2015,604.0
Strategy,Age of Castles: Warlords,371710,2015,604.0
Indie,Age of Castles: Warlords,371710,2015,604.0
Free to Play,Europe at War,342370,2011,136770.0
Strategy,Europe at War,342370,2011,136770.0
Action,Europe at War,342370,2011,136770.0
Mod,Europe at War,342370,2011,136770.0
World War II,Europe at War,342370,2011,136770.0
War,Europe at War,342370,2011,136770.0
Multiplayer,Europe at War,342370,2011,136770.0
Adventure,Dustbowl,367110,2015,749.0
Indie,Dustbowl,367110,2015,749.0
RPG,Dustbowl,367110,2015,749.0
Post-apocalyptic,Dustbowl,367110,2015,749.0
Pixel Graphics,Dustbowl,367110,2015,749.0
Retro,Dustbowl,367110,2015,749.0
Survival,Dustbowl,367110,2015,749.0
Early Access,H-Hour: World's Elite,293220,2015,995.0
Action,H-Hour: World's Elite,293220,2015,995.0
Indie,H-Hour: World's Elite,293220,2015,995.0
Third-Person Shooter,H-Hour: World's Elite,293220,2015,995.0
Multiplayer,H-Hour: World's Elite,293220,2015,995.0
Tactical,H-Hour: World's Elite,293220,2015,995.0
Shooter,H-Hour: World's Elite,293220,2015,995.0
Indie,NEON STRUCT,310740,2015,5570.0
Stealth,NEON STRUCT,310740,2015,5570.0
Cyberpunk,NEON STRUCT,310740,2015,5570.0
First-Person,NEON STRUCT,310740,2015,5570.0
Action,NEON STRUCT,310740,2015,5570.0
Female Protagonist,NEON STRUCT,310740,2015,5570.0
Story Rich,NEON STRUCT,310740,2015,5570.0
Great Soundtrack,NEON STRUCT,310740,2015,5570.0
Singleplayer,NEON STRUCT,310740,2015,5570.0
Action,Gran Vitreous,346340,2015,1272.0
RPG,Gran Vitreous,346340,2015,1272.0
Indie,Gran Vitreous,346340,2015,1272.0
Top-Down,Gran Vitreous,346340,2015,1272.0
Twin Stick Shooter,Gran Vitreous,346340,2015,1272.0
Shoot 'Em Up,Gran Vitreous,346340,2015,1272.0
Top-Down Shooter,Gran Vitreous,346340,2015,1272.0
Arcade,Gran Vitreous,346340,2015,1272.0
Arena Shooter,Gran Vitreous,346340,2015,1272.0
Fast-Paced,Gran Vitreous,346340,2015,1272.0
Loot,Gran Vitreous,346340,2015,1272.0
Controller,Gran Vitreous,346340,2015,1272.0
Rogue-lite,Gran Vitreous,346340,2015,1272.0
Rogue-like,Gran Vitreous,346340,2015,1272.0
Action,Spaceman Sparkles 2,365860,2015,1112.0
Bullet Hell,Spaceman Sparkles 2,365860,2015,1112.0
Indie,Spaceman Sparkles 2,365860,2015,1112.0
Visual Novel,Always The Same Blue Sky...,363410,2015,33132.0
Indie,Always The Same Blue Sky...,363410,2015,33132.0
Casual,Always The Same Blue Sky...,363410,2015,33132.0
Adventure,Always The Same Blue Sky...,363410,2015,33132.0
Anime,Always The Same Blue Sky...,363410,2015,33132.0
Mystery,Always The Same Blue Sky...,363410,2015,33132.0
Short,Always The Same Blue Sky...,363410,2015,33132.0
Indie,Porcunipine,352620,2015,4866.0
Action,Porcunipine,352620,2015,4866.0
4 Player Local,Porcunipine,352620,2015,4866.0
Local Multiplayer,Porcunipine,352620,2015,4866.0
Local Co-Op,Porcunipine,352620,2015,4866.0
Pixel Graphics,Porcunipine,352620,2015,4866.0
Action,Space Robot Samurai Zombie Slayer,364100,2015,30.0
Indie,Space Robot Samurai Zombie Slayer,364100,2015,30.0
Zombies,Space Robot Samurai Zombie Slayer,364100,2015,30.0
Early Access,Courier of the Crypts,362940,2015,181.0
Adventure,Courier of the Crypts,362940,2015,181.0
Action,Courier of the Crypts,362940,2015,181.0
Indie,Courier of the Crypts,362940,2015,181.0
Pixel Graphics,Courier of the Crypts,362940,2015,181.0
Dungeon Crawler,Courier of the Crypts,362940,2015,181.0
Retro,Courier of the Crypts,362940,2015,181.0
Early Access,Teddy Terror,366060,2015,254.0
Indie,Teddy Terror,366060,2015,254.0
Action,Teddy Terror,366060,2015,254.0
Adventure,Teddy Terror,366060,2015,254.0
RPG,Teddy Terror,366060,2015,254.0
Rogue-like,Teddy Terror,366060,2015,254.0
Horror,Teddy Terror,366060,2015,254.0
Action,Blockstorm,263060,2015,281928.0
FPS,Blockstorm,263060,2015,281928.0
Multiplayer,Blockstorm,263060,2015,281928.0
Shooter,Blockstorm,263060,2015,281928.0
Indie,Blockstorm,263060,2015,281928.0
First-Person,Blockstorm,263060,2015,281928.0
Building,Blockstorm,263060,2015,281928.0
Sandbox,Blockstorm,263060,2015,281928.0
Voxel,Blockstorm,263060,2015,281928.0
Character Customization,Blockstorm,263060,2015,281928.0
Pixel Graphics,Blockstorm,263060,2015,281928.0
Open World,Blockstorm,263060,2015,281928.0
Zombies,Blockstorm,263060,2015,281928.0
Destruction,Blockstorm,263060,2015,281928.0
Gun Customization,Blockstorm,263060,2015,281928.0
Massively Multiplayer,Blockstorm,263060,2015,281928.0
Walking Simulator,Blockstorm,263060,2015,281928.0
Singleplayer,Blockstorm,263060,2015,281928.0
Great Soundtrack,Blockstorm,263060,2015,281928.0
Level Editor,Blockstorm,263060,2015,281928.0
Early Access,OBEY,346970,2015,2198.0
Strategy,OBEY,346970,2015,2198.0
Action,OBEY,346970,2015,2198.0
Indie,OBEY,346970,2015,2198.0
Multiplayer,OBEY,346970,2015,2198.0
Robots,OBEY,346970,2015,2198.0
Psychological,OBEY,346970,2015,2198.0
Indie,True Bliss,361620,2015,81.0
Casual,True Bliss,361620,2015,81.0
Free to Play,Strife®,339280,2015,470836.0
MOBA,Strife®,339280,2015,470836.0
Multiplayer,Strife®,339280,2015,470836.0
Action,Strife®,339280,2015,470836.0
Strategy,Strife®,339280,2015,470836.0
RPG,Strife®,339280,2015,470836.0
RTS,Strife®,339280,2015,470836.0
Co-op,Strife®,339280,2015,470836.0
Massively Multiplayer,Strife®,339280,2015,470836.0
Fantasy,Strife®,339280,2015,470836.0
Online Co-Op,Strife®,339280,2015,470836.0
Adventure,Strife®,339280,2015,470836.0
Casual,Strife®,339280,2015,470836.0
MMORPG,Strife®,339280,2015,470836.0
PvP,Strife®,339280,2015,470836.0
Open World,Strife®,339280,2015,470836.0
Survival,Strife®,339280,2015,470836.0
Singleplayer,Strife®,339280,2015,470836.0
Team-Based,Strife®,339280,2015,470836.0
Zombies,Strife®,339280,2015,470836.0
RPG,The Incredible Adventures of Van Helsing III,359900,2015,18413.0
Action,The Incredible Adventures of Van Helsing III,359900,2015,18413.0
Adventure,The Incredible Adventures of Van Helsing III,359900,2015,18413.0
Indie,The Incredible Adventures of Van Helsing III,359900,2015,18413.0
Hack and Slash,The Incredible Adventures of Van Helsing III,359900,2015,18413.0
Action RPG,The Incredible Adventures of Van Helsing III,359900,2015,18413.0
Co-op,The Incredible Adventures of Van Helsing III,359900,2015,18413.0
Singleplayer,The Incredible Adventures of Van Helsing III,359900,2015,18413.0
Isometric,The Incredible Adventures of Van Helsing III,359900,2015,18413.0
Multiplayer,The Incredible Adventures of Van Helsing III,359900,2015,18413.0
Strategy,Wyrmsun,370070,2015,1724.0
Indie,Wyrmsun,370070,2015,1724.0
Adventure,Wyrmsun,370070,2015,1724.0
RTS,Wyrmsun,370070,2015,1724.0
Free to Play,Wyrmsun,370070,2015,1724.0
Base Building,Wyrmsun,370070,2015,1724.0
2D,Wyrmsun,370070,2015,1724.0
Building,Wyrmsun,370070,2015,1724.0
Pixel Graphics,Wyrmsun,370070,2015,1724.0
Classic,Wyrmsun,370070,2015,1724.0
Survival,60 Seconds!,368360,2015,67571.0
Post-apocalyptic,60 Seconds!,368360,2015,67571.0
Singleplayer,60 Seconds!,368360,2015,67571.0
Strategy,60 Seconds!,368360,2015,67571.0
Simulation,60 Seconds!,368360,2015,67571.0
Dark Humor,60 Seconds!,368360,2015,67571.0
Adventure,60 Seconds!,368360,2015,67571.0
Funny,60 Seconds!,368360,2015,67571.0
Indie,60 Seconds!,368360,2015,67571.0
Comedy,60 Seconds!,368360,2015,67571.0
Casual,60 Seconds!,368360,2015,67571.0
Point & Click,60 Seconds!,368360,2015,67571.0
Choices Matter,60 Seconds!,368360,2015,67571.0
Action,60 Seconds!,368360,2015,67571.0
Difficult,60 Seconds!,368360,2015,67571.0
Dark Comedy,60 Seconds!,368360,2015,67571.0
War,60 Seconds!,368360,2015,67571.0
Atmospheric,60 Seconds!,368360,2015,67571.0
Rogue-like,60 Seconds!,368360,2015,67571.0
Horror,60 Seconds!,368360,2015,67571.0
Racing,Teddy Floppy Ear - The Race,371420,2015,29251.0
Sports,Teddy Floppy Ear - The Race,371420,2015,29251.0
Indie,Teddy Floppy Ear - The Race,371420,2015,29251.0
Family Friendly,Teddy Floppy Ear - The Race,371420,2015,29251.0
Simulation,Teddy Floppy Ear - The Race,371420,2015,29251.0
Psychological Horror,Teddy Floppy Ear - The Race,371420,2015,29251.0
Adventure,Grail to the Thief,373140,2014,4084.0
Indie,Grail to the Thief,373140,2014,4084.0
Casual,Grail to the Thief,373140,2014,4084.0
Choose Your Own Adventure,Grail to the Thief,373140,2014,4084.0
Interactive Fiction,Grail to the Thief,373140,2014,4084.0
Time Travel,Grail to the Thief,373140,2014,4084.0
Sci-fi,Grail to the Thief,373140,2014,4084.0
RPG,Lilly and Sasha: Nexus of Souls,370040,2015,5700.0
Indie,Lilly and Sasha: Nexus of Souls,370040,2015,5700.0
Strategy,Lilly and Sasha: Nexus of Souls,370040,2015,5700.0
Female Protagonist,Lilly and Sasha: Nexus of Souls,370040,2015,5700.0
RPGMaker,Lilly and Sasha: Nexus of Souls,370040,2015,5700.0
Story Rich,Lilly and Sasha: Nexus of Souls,370040,2015,5700.0
Action,Heroes of Loot,359280,2015,3353.0
RPG,Heroes of Loot,359280,2015,3353.0
Adventure,Heroes of Loot,359280,2015,3353.0
Dungeon Crawler,Heroes of Loot,359280,2015,3353.0
Loot,Heroes of Loot,359280,2015,3353.0
Rogue-like,Heroes of Loot,359280,2015,3353.0
Indie,A Bastard's Tale,371550,2015,4521.0
Action,A Bastard's Tale,371550,2015,4521.0
